Date BR,Date,Borough,Pool,Attendance,Date BR,Latitude,Longitude,Timezone,Daily Data Time,Daily Data Summary,Daily Data Icon,Daily Data Sunrisetime,Daily Data Sunsettime,Daily Data Moonphase,Daily Data Temperaturehigh,Daily Data Temperaturehightime,Daily Data Temperaturelow,Daily Data Temperaturelowtime,Daily Data Apparenttemperaturehigh,Daily Data Apparenttemperaturehightime,Daily Data Apparenttemperaturelow,Daily Data Apparenttemperaturelowtime,Daily Data Dewpoint,Daily Data Humidity,Daily Data Pressure,Daily Data Windspeed,Daily Data Windgust,Daily Data Windgusttime,Daily Data Windbearing,Daily Data Cloudcover,Daily Data Uvindex,Daily Data Uvindextime,Daily Data Visibility,Daily Data Temperaturemin,Daily Data Temperaturemintime,Daily Data Temperaturemax,Daily Data Temperaturemaxtime,Daily Data Apparenttemperaturemin,Daily Data Apparenttemperaturemintime,Daily Data Apparenttemperaturemax,Daily Data Apparenttemperaturemaxtime,Offset
16/07/2017,07/16/2017,Manhattan,Dapolito,430,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Manhattan,Dry Dock,459,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Manhattan,Hamilton Fish,2179,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Manhattan,Highbridge,3117,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Manhattan,Jackie Robinson,1231,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Manhattan,John Jay,1370,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Manhattan,Lasker,3891,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Manhattan,Marcus Garvey,679,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Manhattan,Sheltering Arms,445,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Manhattan,Thomas Jefferson,1266,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Manhattan,Wagner,571,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Manhattan,Abe Lincoln,138,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Manhattan,Fred Douglass,63,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Manhattan,Vesuvio,167,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Manhattan,Tompkins Sq,93,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Queens,Astoria,4481,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Queens,Fisher,752,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Queens,Liberty,752,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Queens,Fort Totten,717,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Queens,Marie Curie,235,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Queens,Astoria Hts PS 10,0,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Queens,Castlewood PS 186,100,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Queens,Windmuller,402,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Staten Island,Faber,370,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Staten Island,Lyons,653,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Staten Island,Tottenville,443,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Staten Island,West Brighton,223,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Staten Island,MacArthur,31,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Staten Island,Mariner's Harbor,0,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Staten Island,P.S. 14,118,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
16/07/2017,07/16/2017,Staten Island,P.S. 46,48,16/07/2017,40.6881158,-74.0449987,America/New_York,1500091200,Possible drizzle in the morning.,rain,1500111540,1500164820,0.72,84.9,1500148800,65.35,1500198600,86.13,1500148320,66.19,1500198660,66.45,0.76,1013.2,1.73,8.29,1500150300,323,0.8,6,1500141120,7.673,67.54,1500112800,84.9,1500148800,69,1500112860,86.13,1500148320,-4
17/07/2017,07/17/2017,Brooklyn,Betsy Head,1021,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Brooklyn,Adelphi,143,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Brooklyn,Lindower Mill Basin,172,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Brooklyn,Jesse Owens JHS 57,0,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Brooklyn,Glenwood,64,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Brooklyn,David Fox,109,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Brooklyn,McCarren,2093,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Brooklyn,Sunset,1266,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Brooklyn,Red Hook,1339,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Brooklyn,Kosciusko,0,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Brooklyn,Howard,337,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Brooklyn,Douglas Degraw,533,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Brooklyn,Commodore Barry,354,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Brooklyn,Bushwick,200,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Bronx,Claremont,479,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Bronx,Edenwald Houses,100,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Bronx,Crotona,1490,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Bronx,Floating Pool,435,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Bronx,Haffen,643,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Bronx,Mapes,761,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Bronx,Mullaly,420,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Bronx,Van Cortlandt,1148,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Bronx,Bronx River Plgd,111,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Manhattan,Asser Levy,513,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Manhattan,Dapolito,250,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Manhattan,Dry Dock,292,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Manhattan,Hamilton Fish,2504,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Manhattan,Highbridge,1973,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Manhattan,Jackie Robinson,936,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Manhattan,John Jay,652,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Manhattan,Lasker,1451,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Manhattan,Marcus Garvey,324,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Manhattan,Sheltering Arms,260,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
17/07/2017,07/17/2017,Manhattan,Thomas Jefferson,994,17/07/2017,40.6881158,-74.0449987,America/New_York,1500177600,Clear throughout the day.,clear-day,1500198000,1500251220,0.76,85.62,1500231840,69.28,1500285060,86.91,1500232320,70.55,1500285000,64.44,0.68,1014.2,1.42,5.73,1500242400,194,0.14,9,1500222480,9.997,65.35,1500198600,85.62,1500231840,66.19,1500198660,86.91,1500232320,-4
